"ACCOUNTNUMBER","ACCOUNTSOURCE","ACTIVE__C","ANNUALREVENUE","BILLINGCITY","BILLINGADDRESS","YEARSTARTED","WEBSITE","UPSELLOPPORTUNITY__C","TYPE","TRADESTYLE","TICKERSYMBOL","SYSTEMMODSTAMP","SITE","SICDESC","SIC","SHIPPINGSTREET","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGLONGITUDE","SHIPPINGLATITUDE","SHIPPINGGEOCODEACCURACY","SHIPPINGCITY","SHIPPINGCOUNTRY","SHIPPINGADDRESS","SEGMENT__C","SLA__C","SLASERIALNUMBER__C","SLAEXPIRATIONDATE__C","RATING","PHOTOURL","PHONE","PARENTID","OWNERSHIP","OWNERID","NUMBEROFLOCATIONS__C","NUMBEROFEMPLOYEES","BILLINGCOUNTRY","BILLINGGEOCODEACCURACY","BILLINGLATITUDE","BILLINGLONGITUDE","BILLINGPOSTALCODE","BILLINGSTATE","BILLINGSTREET","CLEANSTATUS","CREATEDBYID","CREATEDDATE","CUSTOMERPRIORITY__C","DANDBCOMPANYID","DUNSNUMBER","FAX","DESCRIPTION","ID","INDUSTRY","ISDELETED","JIGSAW","JIGSAWCOMPANYID","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","MASTERRECORDID","NAICSCODE","NAME","NAICSDESC"
"","Public Relations","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47781","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL9OAAV","","","","0052w00000BXX9lAAH","","900","Korea","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9OAAV","Retail","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Black328 Inc",""
"","Web","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","18202","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL9PAAV","","","","0052w00000BXX9rAAH","","900","Canada","","","","","MD","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9PAAV","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Gill329 Inc",""
"","Advertisement","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","18203","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL9QAAV","","","","0052w00000BXXA2AAP","","900","USA","","","","","NY","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9QAAV","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Hale330 Inc",""
"","Employee Referral","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47430","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9RAAV","","","","0052w00000BXX9mAAH","","900","USA","","","","","IN","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9RAAV","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Hill331 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47741","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL9SAAV","","","","0052w00000BXX9zAAH","","900","China","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9SAAV","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Hicks332 Inc",""
"","Public Relations","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","62011","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpL9TAAV","","","","0052w00000BXX9mAAH","","900","Canada","","","","","SD","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9TAAV","Communications","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Rowe333 Inc",""
"","Trade Show","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","62090","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL9UAAV","","","","0052w00000BXX9wAAH","","900","Canada","","","","","NH","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9UAAV","Finance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Pittman334 Inc",""
"","Employee Referral","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","18202","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9VAAV","","","","0052w00000BXXA3AAP","","900","Hong Kong","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9VAAV","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Adams335 Inc",""
"","Advertisement","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","18203","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL9WAAV","","","","0052w00000BXXA1AAP","","900","Mexico","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9WAAV","Finance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Atkins336 Inc",""
"","Employee Referral","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47430","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL9XAAV","","","","0052w00000BXX9pAAH","","900","Normway","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9XAAV","Education","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Mitchell534 Inc",""
"","Employee Referral","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47741","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9YAAV","","","","0052w00000BXX9uAAH","","900","Canada","","","","","NM","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9YAAV","Finance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Duncan535 Inc",""
"","Partner","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","62011","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9ZAAV","","","","0052w00000BXX9pAAH","","900","Canada","","","","","VA","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9ZAAV","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Crawford536 Inc",""
"","Employee Referral","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","62090","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL9aAAF","","","","0052w00000BXX9uAAH","","900","Canada","","","","","LA","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9aAAF","Transportation","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Morton537 Inc",""
"","Word of mouth","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","18202","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9bAAF","","","","0052w00000BXX9oAAH","","900","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9bAAF","Retail","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Conner538 Inc",""
"","Web","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","18203","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL9cAAF","","","","0052w00000BXXA0AAP","","900","USA","","","","","CT","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9cAAF","Finance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Tran539 Inc",""
"","Web","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47430","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL9dAAF","","","","0052w00000BXX9lAAH","","900","Canada","","","","","CT","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9dAAF","Consulting","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Davis540 Inc",""
"","Employee Referral","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47741","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL9eAAF","","","","0052w00000BXX9wAAH","","900","USA","","","","","RI","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9eAAF","Technology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Morris541 Inc",""
"","Employee Referral","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","62011","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9fAAF","","","","0052w00000BXX9pAAH","","900","Thailand","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9fAAF","Education","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","McKinney542 Inc",""
"","Employee Referral","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","62090","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL9gAAF","","","","0052w00000BXX9pAAH","","900","Hong Kong","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9gAAF","Consulting","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Barnett543 Inc",""
"","Employee Referral","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","18202","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL9hAAF","","","","0052w00000BXXA1AAP","","900","Canada","","","","","WY","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9hAAF","Retail","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Potter544 Inc",""
"","Trade Show","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","18203","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL9iAAF","","","","0052w00000BXX9yAAH","","900","Spain","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9iAAF","Healthcare","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Freeman545 Inc",""
"","Employee Referral","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47430","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpL9jAAF","","","","0052w00000BXX9qAAH","","900","Italy","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9jAAF","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Caldwell546 Inc",""
"","Word of mouth","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47741","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL9kAAF","","","","0052w00000BXX9vAAH","","900","France","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9kAAF","Healthcare","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Bowen547 Inc",""
"","Public Relations","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","62011","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9lAAF","","","","0052w00000BXX9tAAH","","900","Spain","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9lAAF","Biotechnology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Torres548 Inc",""
"","Employee Referral","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","62090","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpL9mAAF","","","","0052w00000BXX9rAAH","","900","USA","","","","","TN","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9mAAF","Finance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Phelps549 Inc",""
"","Public Relations","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","18202","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpL9nAAF","","","","0052w00000BXX9qAAH","","900","USA","","","","","DC","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9nAAF","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Garza550 Inc",""
"","Web","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","18203","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpL9oAAF","","","","0052w00000BXX9mAAH","","900","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9oAAF","Consulting","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Owens551 Inc",""
"","Web","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47430","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9pAAF","","","","0052w00000BXX9qAAH","","400","Canada","","","","","MI","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9pAAF","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Phillips552 Inc",""
"","Public Relations","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47741","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL9qAAF","","","","0052w00000BXX9yAAH","","400","Canada","","","","","OK","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9qAAF","Engineering","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Long553 Inc",""
"","Word of mouth","","500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","62011","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL9rAAF","","","","0052w00000BXX9vAAH","","400","Normway","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9rAAF","Media","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Gibbs554 Inc",""
"","Word of mouth","","500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","62090","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpL9sAAF","","","","0052w00000BXX9sAAH","","400","Italy","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9sAAF","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Stone555 Inc",""
"","Partner","","700000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","18202","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpL9tAAF","","","","0052w00000BXX9vAAH","","400","Canada","","","","","ID","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9tAAF","Consulting","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Pittman556 Inc",""
"","Word of mouth","","700000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","18203","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpL9uAAF","","","","0052w00000BXXA3AAP","","400","Australia","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9uAAF","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Clayton557 Inc",""
"","Seminar - Internal","","700000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47430","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL9vAAF","","","","0052w00000BXX9wAAH","","400","Canada","","","","","SD","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9vAAF","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Smith558 Inc",""
"","Seminar - Internal","","700000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47741","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpL9wAAF","","","","0052w00000BXX9tAAH","","400","Singapore","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9wAAF","Technology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Williamson719 Inc",""
"","Word of mouth","","700000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","62011","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpL9xAAF","","","","0052w00000BXXA3AAP","","400","Canada","","","","","IL","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9xAAF","Engineering","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Munoz720 Inc",""
"","Web","","700000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","62090","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpL9yAAF","","","","0052w00000BXXA0AAP","","400","USA","","","","","NY","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9yAAF","Education","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Robertson721 Inc",""
"","Partner","","700000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","18202","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpL9zAAF","","","","0052w00000BXX9zAAH","","400","USA","","","","","SC","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpL9zAAF","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Phillips722 Inc",""
"","Trade Show","","700000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","18203","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpLA0AAN","","","","0052w00000BXX9mAAH","","400","Canada","","","","","IL","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpLA0AAN","Banking","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Wade723 Inc",""
"","Employee Referral","","700000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47430","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpLA1AAN","","","","0052w00000BXX9pAAH","","400","India","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpLA1AAN","Agriculture","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Munoz724 Inc",""
